title,author,journal,year,abstract,url,citations
Application of machine learning to pyrolysis reaction networks: Reducing model solution time to enable process optimization,"['BR Hough', 'DAC Beck', 'DT Schwartz']",,2017,Here we present a machine learning approach using artificial neural networks and decision   The machine learning approach we outline is not specific to kinetic modeling and can be,https://www.sciencedirect.com/science/article/pii/S0098135417301710,87
Modern machine learning techniques for univariate tunnel settlement forecasting: A comparative study,"['M Hu', 'W Li', 'K Yan', 'Z Ji', 'H Hu']",,2019,"In this study, an extended machine learning framework is proposed combining particle   neural network (BPNN), and extreme learning machine (ELM) to forecast the surface settlement",https://onlinelibrary.wiley.com/doi/full/10.1155/2019/7057612,59
Machine learning applied to road safety modeling: A systematic literature review,"['PB Silva', 'M Andrade', 'S Ferreira']",,2020,"In that context, researchers have been making considerable efforts to explore the applicability  of machine learning techniques to road safety modeling, which is the object of analysis of",https://www.sciencedirect.com/science/article/pii/S2095756420301410,140
Machine learning and deep learning applications-a vision,"['N Sharma', 'R Sharma', 'N Jindal']",,2021,"survey for machine learning along with deep learning applications  , for machine learning  along with deep neural learning are  from given data called as feature engineering. Thus, deep",https://www.sciencedirect.com/science/article/pii/S2666285X21000042,353
Measuring and preventing COVID‐19 using the SIR model and machine learning in smart health care,"['SA Alanazi', 'MM Kamruzzaman']",,2020,"such as artificial intelligence, machine learning, deep learning, cognitive computing, cloud   This paper proposes a model for predicting COVID-19 using the SIR and machine learning",https://onlinelibrary.wiley.com/doi/full/10.1155/2020/8857346,143
Humanitarian applications of machine learning with remote-sensing data: review and case study in refugee settlement mapping,"['JA Quinn', 'MM Nyhan', 'C Navarro']",,2018,"We review machine learning approaches for automating  study of experiments using deep  learning methods to count the  We, therefore, consider that using machine learning systems as",https://royalsocietypublishing.org/doi/full/10.1098/rsta.2017.0363?platform=hootsuite,133
Activity identification in modular construction using audio signals and machine learning,"['KM Rashid', 'J Louis']",,2020,"the type of activities being performed using machine learning. In doing so, this paper  performed an in-depth investigation of feature engineering by optimizing features from four major",https://www.sciencedirect.com/science/article/pii/S0926580520309419,63
The impact of data pre-processing techniques and dimensionality reduction on the accuracy of machine learning,"['HS Obaid', 'SA Dheyab', 'SS Sabry']",,2019,This inverse relationship gives rise to different classification rates for different machine  learning methods and improves the efficiency and evaluation accuracy of each learning technique,https://ieeexplore.ieee.org/iel7/8869701/8876955/08877011.pdf,160
A machine learning approach against a masked AES: Reaching the limit of side-channel attacks with a learning model,"['L Lerman', 'G Bontempi', 'O Markowitch']",,2015,"In this paper, we present the first machine learning attack  a strategy based solely on machine  learning models. Finally, we  We show that an attack based on a machine learning model",https://link.springer.com/article/10.1007/s13389-014-0089-3,262
Crop recommendation system to maximize crop yield using machine learning technique,"['RK Rajak', 'A Pawar', 'M Pendke', 'P Shinde']",,2017,Among these various machine learning techniques that are being used in this field; this  paper proposes a system that uses the voting method to build an efficient and accurate model.,https://www.academia.edu/download/55495855/IRJET-V4I12179.pdf,158
A machine learning approach for tracing regulatory codes to product specific requirements,"['J Cleland-Huang', 'A Czauderna', 'M Gibiec']",,2010,"In summary, the machine learning approach did not improve traceability for the five HIPAA  goals that performed best under the basic traceability approach; however it did significantly",https://dl.acm.org/doi/pdf/10.1145/1806799.1806825,250
Chemistry-informed machine learning prediction of compressive strength for alkali-activated materials,"['LV Zhang', 'A Marani', 'ML Nehdi']",,2022,"However, feature engineering is a critical step in establishing robust predictive ML models.  Therefore, a chemistry-informed feature engineering was carried out in the current study to",https://www.sciencedirect.com/science/article/pii/S0950061821038356,77
A statistical comparison of logistic regression and different Bayes classification methods for machine learning,"['LM Gladence', 'M Karthi', 'VM Anu']",,2015,"Recent Machine Learning algorithms are widely available for various purposes. But which  classifier is suitable for particular data is not yet defined. To consider this into account, well",https://www.researchgate.net/profile/Mary-Gladence-L/publication/282921131_A_statistical_comparison_of_logistic_regression_and_different_bayes_classification_methods_for_machine_learning/links/570228d408aea6b7746a8689/A-statistical-comparison-of-logistic-regression-and-different-bayes-classification-methods-for-machine-learning.pdf,77
Density ratio estimation in machine learning,"['M Sugiyama', 'T Suzuki', 'T Kanamori']",,2012,"Machine learning is an interdisciplinary field of science and engineering that studies  mathematical  , which is a newly emerging paradigm in the machine learning community. Various",https://yosinski.com/mlss12/MLSS-2012-Sugiyama-Density-Ratio-Estimation-in-Machine-Learning/,721
A performance comparison of supervised machine learning models for Covid-19 tweets sentiment analysis,"['F Rustam', 'M Khalid', 'W Aslam', 'V Rupapara']",,2021,"For demonstration purposes, we apply these feature engineering techniques on two sample  tweets ‘trump call covid chines viru’ and ‘covid could kill’. The results are given in Tables 14–",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0245909,351
Diabetic retinopathy detection using machine learning and texture features,"['M Chetoui', 'MA Akhloufi']",,2018,Diabetic retinopathy (DR) is a medical condition due to diabetes mellitus that can damage  the patient retina and cause blood leaks. This condition can cause different symptoms from,https://ieeexplore.ieee.org/iel7/8426058/8447529/08447809.pdf,117
"Applications of machine learning in friction stir welding: Prediction of joint properties, real-time control and tool failure diagnosis",['AH Elsheikh'],,2023,Machine learning (ML) methods have received immense attention as potential  models for modeling different manufacturing systems. This paper presents a comprehensive,https://www.sciencedirect.com/science/article/pii/S0952197623001458,124
Universal machine learning for topology optimization,"['H Chi', 'Y Zhang', 'TLE Tang', 'L Mirabella']",,2021,"the machine learning models online. Therefore, it does not need a separate stage for  collecting samples and training of the machine learning  the proposed machine learning-based",https://www.sciencedirect.com/science/article/pii/S0045782519306292,124
Academic performance prediction associated with synchronous online interactive learning behaviors based on the machine learning approach,"['G Liang', 'C Jiang', 'Q Ping', 'X Jiang']",,2024,"Five machine learning models are employed to predict academic performance of an  engineering mechanics course, taking online learning behaviors, comprehensive performance as",https://www.tandfonline.com/doi/full/10.1080/10494820.2023.2167836,9
Large-scale machine learning systems in real-world industrial settings: A review of challenges and solutions,"['LE Lwakatare', 'A Raj', 'I Crnkovic', 'J Bosch']",,2020,"For this study, the population constitutes scientific studies discussing software and with  intervention being the machine learning and any knowledge area of software engineering as",https://www.sciencedirect.com/science/article/pii/S0950584920301373,178
Accelerating human-in-the-loop machine learning: Challenges and opportunities,"['D Xin', 'L Ma', 'J Liu', 'S Macke', 'S Song']",,2018,"in both data pre-processing and the learning task, ranging from finegrained to whole-dataset  feature engineering, supervised learning to information extraction. Imperative Scala code",https://dl.acm.org/doi/pdf/10.1145/3209889.3209897,166
